Country,Amount (USD),Transaction Type,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Person Involved
China,3947474.99,Cash Withdrawal,Real Estate,South Africa,0,1,Low,3,5520
UK,2232633.12,Cash Withdrawal,Oil & Gas,UAE,0,0,High,9,3501
Russia,1356716.28,Property Purchase,Arms Trade,Brazil,0,1,High,2,7882
Brazil,892453.43,Cryptocurrency,Arms Trade,Singapore,0,0,High,5,9600
China,3826898.98,Offshore Transfer,Oil & Gas,USA,0,1,Low,6,507
UK,4442366.49,Property Purchase,Finance,Switzerland,0,1,High,1,5363
Singapore,949033.45,Offshore Transfer,Construction,India,0,0,Low,4,7210
China,4878270.65,Offshore Transfer,Luxury Goods,UK,1,0,Low,4,7799
UAE,2111675.68,Cryptocurrency,Luxury Goods,India,0,0,High,8,35
UK,331385.51,Property Purchase,Oil & Gas,USA,0,1,Low,3,7886
UK,4284658.46,Property Purchase,Arms Trade,UK,0,0,High,0,8123
USA,2699416.77,Property Purchase,Oil & Gas,South Africa,0,1,Low,8,6986
Brazil,2502758.73,Cryptocurrency,Construction,Singapore,0,1,Low,8,9679
Singapore,3803651.92,Stocks Transfer,Construction,China,0,0,High,5,2520
Brazil,4540999.2,Stocks Transfer,Real Estate,Singapore,1,0,High,0,5931
USA,4850640.98,Offshore Transfer,Real Estate,Switzerland,1,0,High,0,5412
South Africa,3208898,Cryptocurrency,Oil & Gas,India,0,0,Low,6,2126
Switzerland,1657185.11,Offshore Transfer,Luxury Goods,Singapore,0,1,Low,2,3627
UK,2730651.95,Property Purchase,Construction,USA,0,1,Low,5,6774
India,3874633.41,Property Purchase,Construction,UAE,0,1,High,2,3882
UAE,1761099.41,Property Purchase,Real Estate,UK,0,0,High,0,1194
India,1314917.34,Offshore Transfer,Oil & Gas,Brazil,0,1,High,4,1568
India,1701061.73,Offshore Transfer,Casinos,UK,0,0,High,4,3586
USA,1595907.97,Cryptocurrency,Luxury Goods,China,0,0,High,7,934
UK,4647668.43,Stocks Transfer,Real Estate,South Africa,0,0,Low,7,7340
China,443621.35,Cryptocurrency,Casinos,China,0,0,High,1,6411
UAE,16726.73,Cryptocurrency,Construction,USA,0,0,High,6,8268
Russia,683863.46,Cash Withdrawal,Finance,UAE,0,1,Low,9,8578
Russia,4578030.47,Offshore Transfer,Finance,Switzerland,0,0,High,4,2106
Brazil,3184448.49,Cryptocurrency,Oil & Gas,UK,0,1,High,3,973
South Africa,4901019.14,Cryptocurrency,Casinos,South Africa,0,0,High,3,8446
UK,3790050.75,Offshore Transfer,Casinos,UK,1,1,High,2,3246
Singapore,1869106.4,Cryptocurrency,Finance,Russia,0,0,High,3,8831
Brazil,3080595.99,Cryptocurrency,Finance,India,0,0,Low,6,44
UK,3675173.91,Stocks Transfer,Oil & Gas,USA,0,0,High,1,2711
Singapore,4193507.68,Offshore Transfer,Arms Trade,UK,0,1,High,7,6306
South Africa,1386087.13,Stocks Transfer,Casinos,UAE,0,1,Low,1,3030
China,165321.75,Property Purchase,Finance,Switzerland,0,0,High,1,6538
UAE,1984836.44,Offshore Transfer,Construction,Singapore,0,0,High,9,7019
Switzerland,3107026.9,Cash Withdrawal,Luxury Goods,India,1,0,High,2,4573
South Africa,3181622.21,Cryptocurrency,Finance,Singapore,1,0,High,1,7872
Switzerland,4479989.77,Offshore Transfer,Real Estate,Russia,0,0,High,7,4530
Singapore,1040386.04,Cryptocurrency,Casinos,Singapore,0,1,High,3,7909
Singapore,1819989.25,Stocks Transfer,Casinos,China,0,0,High,6,4569
UAE,4157244.61,Property Purchase,Finance,USA,0,0,High,4,7088
USA,4732904.4,Cryptocurrency,Construction,India,0,0,Low,2,6883
China,294754.67,Cryptocurrency,Finance,UAE,0,0,Low,9,7530
India,1338449.61,Property Purchase,Finance,Switzerland,0,1,High,7,6837
South Africa,329886.58,Cryptocurrency,Oil & Gas,USA,0,0,High,3,2130
India,4897700.9,Cryptocurrency,Oil & Gas,South Africa,0,0,Low,9,1548
Switzerland,117079.23,Offshore Transfer,Casinos,China,0,0,Low,3,9943
Brazil,2418274.71,Stocks Transfer,Luxury Goods,China,1,1,High,7,9403
UK,4547305.31,Property Purchase,Arms Trade,UK,0,1,High,0,3170
India,1799640.75,Cash Withdrawal,Construction,India,0,0,High,1,5557
China,4790553.62,Cryptocurrency,Oil & Gas,USA,1,0,High,2,4755
Singapore,1795642.63,Cryptocurrency,Arms Trade,UK,1,0,High,3,4715
Brazil,3546692.36,Offshore Transfer,Construction,UK,0,0,High,5,2116
USA,409624.53,Property Purchase,Arms Trade,Russia,0,0,Low,4,6361
USA,1308687.69,Cryptocurrency,Oil & Gas,China,0,0,Low,0,9209
Brazil,1975863.71,Cryptocurrency,Luxury Goods,Singapore,1,0,Low,8,6576
India,498081.97,Cryptocurrency,Casinos,UAE,0,0,High,5,1861
Russia,4958460.87,Stocks Transfer,Luxury Goods,UAE,0,0,Low,4,7922
USA,306851.5,Stocks Transfer,Arms Trade,UK,0,1,High,0,4144
Switzerland,681632.4,Offshore Transfer,Casinos,USA,0,0,High,7,5104
Switzerland,4311980.45,Offshore Transfer,Luxury Goods,South Africa,0,0,High,6,4877
UAE,1249193.04,Cryptocurrency,Luxury Goods,USA,0,0,Low,4,8252
Switzerland,4669019.53,Property Purchase,Luxury Goods,India,0,0,Low,1,6661
Russia,3871538.66,Property Purchase,Casinos,South Africa,1,0,High,2,3500
Russia,2905310.61,Stocks Transfer,Arms Trade,Brazil,0,0,High,0,4777
Russia,1191789.53,Cryptocurrency,Casinos,USA,1,0,Low,0,5197
UK,3677633.43,Stocks Transfer,Real Estate,Switzerland,0,0,Low,0,4954
China,2759662.3,Property Purchase,Oil & Gas,Switzerland,0,0,High,0,3488
South Africa,719974.54,Property Purchase,Oil & Gas,UAE,0,1,High,9,6643
Brazil,1465047.03,Stocks Transfer,Casinos,UK,1,0,High,5,1107
UK,583207.57,Property Purchase,Finance,USA,0,0,Low,4,5245
South Africa,3016925.45,Cryptocurrency,Casinos,India,0,0,Low,6,3711
China,4879397.32,Cryptocurrency,Arms Trade,India,0,0,High,3,5315
South Africa,3049787.98,Offshore Transfer,Luxury Goods,South Africa,0,0,Low,3,210
India,3796116.67,Property Purchase,Construction,Switzerland,0,1,Low,5,3303
Russia,1382577.89,Offshore Transfer,Oil & Gas,China,0,1,Low,0,3041
Brazil,2960904.94,Property Purchase,Luxury Goods,Brazil,0,0,High,0,3366
China,2597922.92,Property Purchase,Casinos,South Africa,0,0,High,7,4934
Switzerland,4107329.43,Offshore Transfer,Oil & Gas,Singapore,0,0,High,7,451
USA,3344312.41,Property Purchase,Finance,Switzerland,0,0,Low,3,5063
Brazil,2453321.85,Stocks Transfer,Finance,China,0,0,High,8,3796
China,2444240.37,Cryptocurrency,Finance,Switzerland,0,0,High,5,5991
Singapore,2226066.51,Property Purchase,Luxury Goods,South Africa,1,0,Low,0,2557
Russia,4490684.47,Cryptocurrency,Oil & Gas,India,1,0,Low,0,559
India,1148684.27,Cash Withdrawal,Luxury Goods,USA,1,0,Low,6,4671
Singapore,4568429.95,Cash Withdrawal,Casinos,South Africa,0,0,High,5,6060
India,4651204.48,Property Purchase,Arms Trade,China,0,0,Low,3,3380
India,3158863.15,Cryptocurrency,Arms Trade,South Africa,0,0,High,5,9850
UK,2528428.31,Property Purchase,Casinos,USA,0,1,High,2,8680
Singapore,10258.62,Property Purchase,Oil & Gas,South Africa,0,0,High,7,1649
Russia,3232124.43,Cryptocurrency,Oil & Gas,USA,0,0,Low,4,7958
UK,4336998.1,Stocks Transfer,Arms Trade,South Africa,0,1,High,0,8312
USA,2450718.13,Offshore Transfer,Arms Trade,Singapore,0,0,Low,8,2617
India,1360711.08,Offshore Transfer,Oil & Gas,South Africa,0,0,High,0,6151
India,985527.46,Property Purchase,Luxury Goods,Singapore,0,0,High,2,4077
Russia,2793656.79,Property Purchase,Casinos,Singapore,0,0,High,7,6814
USA,2845813.82,Property Purchase,Construction,South Africa,0,0,Low,4,4485
India,1842202.57,Cash Withdrawal,Arms Trade,South Africa,0,0,High,1,7819
USA,4887248.3,Offshore Transfer,Arms Trade,China,0,0,Low,4,2041
UK,1048024.98,Offshore Transfer,Oil & Gas,India,0,0,High,3,4377
India,403568.16,Stocks Transfer,Real Estate,UK,0,1,High,5,6311
USA,4698313.98,Property Purchase,Casinos,South Africa,1,1,High,3,9102
South Africa,4143003.44,Property Purchase,Oil & Gas,UK,0,0,High,6,1235
UK,3701669.33,Offshore Transfer,Arms Trade,Russia,0,1,Low,9,211
USA,3709622.79,Cash Withdrawal,Luxury Goods,Switzerland,0,1,High,2,1941
UK,4978083.23,Cryptocurrency,Oil & Gas,Russia,0,0,High,0,5725
China,3047287.36,Stocks Transfer,Oil & Gas,Russia,1,1,Low,1,694
Singapore,227430.17,Property Purchase,Construction,Switzerland,0,0,Low,5,8180
South Africa,1709657.17,Cash Withdrawal,Oil & Gas,Russia,0,0,Low,7,4340
Singapore,4119920.79,Property Purchase,Real Estate,India,0,1,Low,2,5208
Singapore,2066239.2,Stocks Transfer,Arms Trade,USA,0,0,High,3,2550
South Africa,2390546.46,Property Purchase,Finance,South Africa,0,0,Low,7,3517
UAE,3992625.88,Cryptocurrency,Finance,Switzerland,1,0,Low,9,9425
UK,3532517.15,Property Purchase,Oil & Gas,Russia,0,0,High,6,1102
USA,4463935.32,Offshore Transfer,Real Estate,Brazil,0,0,Low,8,758
Singapore,3892531.65,Stocks Transfer,Real Estate,Singapore,0,0,High,7,9376
Switzerland,2477999.15,Property Purchase,Construction,USA,0,0,Low,8,6339
Switzerland,3832921.11,Stocks Transfer,Construction,Switzerland,0,1,High,5,6384
South Africa,4207089.67,Stocks Transfer,Oil & Gas,Switzerland,1,0,Low,3,4605
UAE,1374484.03,Property Purchase,Real Estate,UAE,0,0,Low,3,7696
Russia,4053904.66,Cash Withdrawal,Luxury Goods,UK,0,0,High,6,6048
Singapore,4190704.52,Property Purchase,Luxury Goods,South Africa,1,0,High,7,674
USA,82948.66,Cash Withdrawal,Construction,India,0,0,High,3,1634
Switzerland,3257988.55,Stocks Transfer,Oil & Gas,India,0,0,Low,6,9878
Russia,3587601.82,Property Purchase,Finance,Brazil,0,1,Low,3,3270
Singapore,4236431.98,Offshore Transfer,Arms Trade,China,1,1,High,1,4949
Singapore,101160.87,Property Purchase,Oil & Gas,UAE,0,0,High,6,9896
Switzerland,2088494.92,Cash Withdrawal,Arms Trade,Switzerland,0,0,High,8,9303
UK,2159436.38,Offshore Transfer,Arms Trade,Brazil,0,0,Low,4,1383
India,3400736.41,Cryptocurrency,Arms Trade,UAE,1,1,Low,7,8332
China,3415857.24,Cryptocurrency,Arms Trade,Brazil,0,0,High,5,1792
Switzerland,3447258.12,Cash Withdrawal,Arms Trade,USA,1,0,High,3,966
China,4809058.07,Cryptocurrency,Construction,South Africa,0,0,High,0,1607
USA,378679.19,Stocks Transfer,Casinos,South Africa,0,0,Low,9,8276
India,4983375.57,Property Purchase,Real Estate,USA,0,1,Low,3,2952
South Africa,688080.6,Stocks Transfer,Construction,UK,0,0,Low,8,3567
UAE,938240.65,Cryptocurrency,Real Estate,Singapore,0,1,High,5,2791
Russia,2789966.16,Cash Withdrawal,Luxury Goods,UK,0,1,High,3,2616
USA,4560501.77,Cash Withdrawal,Real Estate,Russia,0,0,High,2,2725
India,4945774.85,Offshore Transfer,Finance,UK,0,0,High,5,6619
USA,1745622.58,Stocks Transfer,Oil & Gas,Russia,0,0,Low,7,2257
Brazil,3439856.04,Cryptocurrency,Casinos,South Africa,0,0,High,9,1479
Switzerland,2429787.95,Property Purchase,Casinos,Switzerland,0,0,High,1,8910
USA,3230933.57,Cryptocurrency,Casinos,China,0,0,High,8,8832
Switzerland,4619362.39,Cryptocurrency,Casinos,UAE,1,0,High,3,3702
South Africa,4826268.2,Cash Withdrawal,Finance,Singapore,1,0,High,4,4232
China,3529962.67,Property Purchase,Real Estate,UK,1,0,Low,2,6499
Singapore,4913123.57,Property Purchase,Oil & Gas,China,0,0,Low,9,5017
Singapore,2920031.85,Cryptocurrency,Finance,UAE,0,0,High,5,2403
Brazil,2848386.86,Cash Withdrawal,Luxury Goods,UK,0,0,High,4,3344
Brazil,1649713.63,Cash Withdrawal,Real Estate,China,1,0,Low,6,6810
Brazil,68575.37,Stocks Transfer,Luxury Goods,Switzerland,0,1,High,8,3036
India,2974440.51,Property Purchase,Arms Trade,Russia,0,1,High,1,2133
Brazil,354337.46,Offshore Transfer,Real Estate,UAE,0,0,Low,8,347
UAE,1358741.48,Offshore Transfer,Finance,Singapore,1,0,High,4,7550
India,1001194.38,Cryptocurrency,Arms Trade,China,0,0,Low,7,4369
India,1428492.52,Offshore Transfer,Real Estate,India,0,0,Low,3,8139
South Africa,3377289.78,Cash Withdrawal,Finance,China,0,0,Low,1,9462
Brazil,1327610.3,Offshore Transfer,Finance,India,0,0,Low,7,6452
Russia,63308.74,Cryptocurrency,Construction,India,0,0,Low,4,4179
UK,1614166.87,Property Purchase,Real Estate,China,0,0,Low,0,2758
UK,2071789.36,Stocks Transfer,Luxury Goods,South Africa,0,0,High,1,9479
India,4987424.7,Property Purchase,Finance,Russia,0,1,Low,2,2537
Switzerland,2819809.97,Cash Withdrawal,Construction,India,0,0,Low,8,5315
Singapore,840941.26,Property Purchase,Finance,USA,0,1,High,9,515
Brazil,2119725.74,Stocks Transfer,Arms Trade,UK,0,1,Low,5,913
India,2440157.68,Cash Withdrawal,Arms Trade,Russia,0,0,High,3,9244
Singapore,4567780.28,Stocks Transfer,Construction,India,0,0,Low,0,7305
Russia,368868.55,Property Purchase,Finance,Singapore,0,1,High,4,5130
Switzerland,4881550.53,Stocks Transfer,Oil & Gas,South Africa,0,0,Low,7,500
Brazil,652714.65,Offshore Transfer,Luxury Goods,China,0,1,Low,4,1095
China,1964887.42,Cash Withdrawal,Luxury Goods,India,0,1,Low,1,2887
Singapore,1308533.45,Offshore Transfer,Arms Trade,South Africa,0,1,High,5,451
UAE,3367778.35,Cryptocurrency,Casinos,Switzerland,0,0,High,1,3569
Brazil,2945868.89,Stocks Transfer,Luxury Goods,Switzerland,0,0,Low,1,8593
Switzerland,4991393.33,Cash Withdrawal,Luxury Goods,Brazil,0,0,Low,1,5476
Switzerland,3590543.33,Cash Withdrawal,Arms Trade,UK,0,0,Low,9,3743
Russia,3618216.06,Cash Withdrawal,Real Estate,UAE,0,1,High,4,7511
China,2287684.07,Offshore Transfer,Oil & Gas,India,0,1,High,8,5654
South Africa,2020370.36,Stocks Transfer,Arms Trade,Brazil,0,1,High,9,5468
China,2624726.1,Property Purchase,Luxury Goods,India,1,1,Low,9,6955
India,4087828.26,Cash Withdrawal,Casinos,India,0,0,Low,3,6521
UAE,367189.62,Property Purchase,Construction,Brazil,0,0,Low,5,8154
China,1707738.4,Property Purchase,Luxury Goods,China,0,0,Low,8,6418
UAE,1307074.99,Stocks Transfer,Luxury Goods,Singapore,0,1,Low,6,2203
Switzerland,833453.08,Offshore Transfer,Real Estate,UAE,0,1,Low,9,4938
Russia,4151350.57,Cash Withdrawal,Casinos,Singapore,0,0,High,7,5454
Switzerland,2993095.59,Stocks Transfer,Construction,Switzerland,0,1,Low,9,5713
Russia,785527.41,Cash Withdrawal,Real Estate,USA,0,0,High,7,1192
Singapore,1131329.62,Cryptocurrency,Finance,Switzerland,1,0,High,1,7696
India,1758233.22,Property Purchase,Construction,UK,0,0,High,0,2976
UAE,2837362.28,Stocks Transfer,Arms Trade,India,0,0,Low,5,6612
Singapore,3521019.69,Cryptocurrency,Luxury Goods,Russia,1,0,High,4,478
South Africa,921718.68,Cryptocurrency,Casinos,UAE,1,0,Low,8,2727
UK,1793409.12,Property Purchase,Casinos,Russia,0,0,Low,5,4608
Switzerland,1765443.96,Offshore Transfer,Finance,UK,0,0,Low,1,6641
Brazil,1344882.64,Cryptocurrency,Real Estate,Singapore,0,0,High,7,6715
China,2926827.63,Cryptocurrency,Arms Trade,USA,1,0,High,0,2605
UAE,1786469.31,Property Purchase,Finance,South Africa,0,1,High,6,3518
Brazil,4705340.24,Stocks Transfer,Arms Trade,Russia,0,0,Low,0,8813
South Africa,3766433.31,Stocks Transfer,Finance,South Africa,1,0,High,6,3856
USA,1753200.42,Cash Withdrawal,Finance,China,1,0,High,6,2330
Russia,3996064.95,Property Purchase,Oil & Gas,UAE,0,0,Low,5,4931
USA,2411978.55,Offshore Transfer,Oil & Gas,Singapore,0,1,High,1,5611
South Africa,2688732.31,Property Purchase,Oil & Gas,India,0,0,High,8,2225
South Africa,3380243.04,Offshore Transfer,Luxury Goods,South Africa,0,1,Low,6,2900
UAE,1198882.3,Offshore Transfer,Oil & Gas,Switzerland,0,1,Low,6,6850
USA,2700327.03,Cryptocurrency,Finance,UAE,0,0,High,1,9249
UAE,1180051.61,Cash Withdrawal,Casinos,South Africa,0,0,Low,4,5141
India,2690516.72,Offshore Transfer,Casinos,South Africa,0,0,Low,2,2185
UAE,1255710.45,Cash Withdrawal,Arms Trade,South Africa,1,0,Low,6,3858
UK,3237567.67,Cryptocurrency,Arms Trade,UAE,0,0,High,7,9502
Switzerland,4373707.47,Offshore Transfer,Construction,UK,0,0,High,0,4911
Switzerland,96673.4,Cash Withdrawal,Casinos,Switzerland,0,1,Low,7,5864
Brazil,1804103.99,Property Purchase,Arms Trade,Brazil,0,0,High,3,6424
USA,1123727.31,Cash Withdrawal,Casinos,India,0,0,High,9,6878
South Africa,4083951.82,Cryptocurrency,Oil & Gas,USA,1,1,Low,9,7107
UAE,3901040.96,Cryptocurrency,Arms Trade,South Africa,0,0,Low,7,2204
UK,4416192.92,Cash Withdrawal,Oil & Gas,Russia,0,1,Low,4,6249
UAE,1355188.43,Cryptocurrency,Finance,Singapore,1,0,High,6,5854
UK,504591.41,Stocks Transfer,Oil & Gas,China,1,0,High,5,5639
South Africa,3485077.43,Cryptocurrency,Construction,Brazil,0,1,High,5,3555
Brazil,3866050.92,Stocks Transfer,Casinos,Singapore,0,1,High,7,989
South Africa,4480775.54,Property Purchase,Oil & Gas,Singapore,0,0,Low,4,1534
UK,2789129.4,Property Purchase,Casinos,India,1,0,Low,3,6076
Russia,1429921.97,Cash Withdrawal,Luxury Goods,UK,0,0,Low,9,5253
China,1746908.82,Property Purchase,Construction,South Africa,0,1,High,4,1796
Russia,162146.93,Cryptocurrency,Casinos,UK,0,0,High,1,9734
Russia,3218082.05,Offshore Transfer,Real Estate,UK,0,0,High,0,6135
USA,588179.57,Property Purchase,Casinos,UAE,1,0,Low,5,932
China,4938930.31,Stocks Transfer,Casinos,Brazil,0,0,High,5,601
UAE,472018.64,Property Purchase,Casinos,Switzerland,1,1,Low,2,8152
Brazil,808657.37,Cash Withdrawal,Construction,Brazil,0,0,High,4,5771
UAE,1501627.95,Cryptocurrency,Casinos,India,0,0,Low,1,6185
Switzerland,2614471.54,Stocks Transfer,Finance,China,0,1,High,3,8189
Brazil,1495795.63,Stocks Transfer,Casinos,India,0,0,High,3,9433
Singapore,116374.97,Property Purchase,Finance,Russia,1,0,Low,4,392
USA,3602035.65,Cryptocurrency,Arms Trade,South Africa,1,1,High,9,4647
UAE,277131.9,Cryptocurrency,Real Estate,Brazil,0,0,Low,1,9031
Singapore,1740049.67,Property Purchase,Arms Trade,UAE,0,0,Low,6,2893
Singapore,4650574.36,Offshore Transfer,Luxury Goods,UAE,0,0,Low,4,6633
India,1637441.88,Offshore Transfer,Construction,India,0,1,Low,0,3945
Brazil,2677735.74,Property Purchase,Finance,Brazil,0,0,High,6,2070
Singapore,2462983.05,Cash Withdrawal,Construction,India,0,0,High,3,8503
South Africa,2059635.54,Offshore Transfer,Casinos,China,0,1,High,9,1409
USA,613721.25,Offshore Transfer,Real Estate,UK,1,0,High,8,8355
USA,2188813.53,Cash Withdrawal,Arms Trade,Brazil,0,0,Low,2,1207
Russia,2318139.58,Offshore Transfer,Arms Trade,Russia,0,0,Low,7,5866
USA,936363.78,Stocks Transfer,Construction,Russia,0,0,Low,9,7056
USA,4000481.5,Stocks Transfer,Finance,Brazil,0,1,Low,7,9145
Brazil,3820396.54,Stocks Transfer,Luxury Goods,China,0,0,Low,5,7482
UK,236468.42,Cash Withdrawal,Casinos,Switzerland,0,1,Low,2,8931
Switzerland,4170312.48,Property Purchase,Arms Trade,USA,0,0,High,9,2410
China,4221738.48,Property Purchase,Oil & Gas,Singapore,0,0,High,7,7718
Singapore,3811110.98,Cryptocurrency,Construction,India,1,0,Low,4,7166
Russia,1314159.94,Offshore Transfer,Arms Trade,South Africa,0,0,High,1,8718
South Africa,4073785.99,Stocks Transfer,Finance,USA,0,0,Low,6,4455
UAE,4493928.5,Cash Withdrawal,Luxury Goods,UAE,0,1,Low,8,6325
South Africa,991851.96,Offshore Transfer,Arms Trade,South Africa,1,0,High,0,7924
UAE,1958933.13,Stocks Transfer,Oil & Gas,Russia,0,0,High,9,5661
Brazil,2670220.02,Stocks Transfer,Construction,USA,0,0,Low,4,8174
Russia,4988902.12,Property Purchase,Luxury Goods,India,0,0,Low,5,7965
Switzerland,2921842.74,Stocks Transfer,Oil & Gas,Brazil,0,0,High,4,7683
USA,2379058.58,Offshore Transfer,Real Estate,India,0,0,High,6,3169
South Africa,4841480.3,Offshore Transfer,Oil & Gas,Brazil,0,0,Low,0,776
Brazil,1126593.11,Offshore Transfer,Casinos,UAE,1,0,High,8,7263
South Africa,3587113.72,Offshore Transfer,Finance,Switzerland,0,0,High,8,1550
India,1652295.81,Property Purchase,Finance,USA,0,0,High,2,9548
Switzerland,517069.96,Offshore Transfer,Casinos,Russia,0,0,Low,1,6147
UK,2160300.19,Stocks Transfer,Construction,UAE,0,0,Low,9,5197
UAE,2468257.07,Offshore Transfer,Finance,Singapore,1,0,High,4,1485
Singapore,2600607.73,Cash Withdrawal,Luxury Goods,China,0,0,High,0,9995
UK,467628.41,Cash Withdrawal,Real Estate,China,0,0,Low,9,185
India,2439396.18,Cash Withdrawal,Real Estate,South Africa,0,0,High,1,122
China,47231.34,Cryptocurrency,Finance,Russia,1,1,High,0,685
UAE,1422341.9,Property Purchase,Oil & Gas,UK,0,0,High,9,1962
Switzerland,397775.46,Offshore Transfer,Finance,China,0,0,High,9,5806
South Africa,1806662.51,Property Purchase,Oil & Gas,Russia,1,1,Low,6,2091
India,4796563.09,Property Purchase,Construction,UK,0,1,Low,7,4438
Switzerland,2704605.73,Offshore Transfer,Casinos,Brazil,0,0,High,6,1569
Russia,1299966.41,Cash Withdrawal,Oil & Gas,Singapore,0,1,High,0,2997
Brazil,738188.63,Stocks Transfer,Real Estate,UK,0,0,High,5,7201
Brazil,3681582.65,Cash Withdrawal,Arms Trade,Switzerland,1,1,Low,8,7570
South Africa,1820040.02,Stocks Transfer,Construction,UAE,1,1,Low,3,5811
Singapore,3424828.77,Stocks Transfer,Real Estate,USA,1,1,Low,3,974
Brazil,4093099.69,Property Purchase,Real Estate,Switzerland,0,1,Low,0,8416
Brazil,730769.14,Offshore Transfer,Arms Trade,China,0,0,High,6,650
Singapore,2847540.52,Property Purchase,Construction,Russia,0,0,Low,6,1454
USA,1881830.97,Cash Withdrawal,Real Estate,Singapore,0,1,Low,2,5844
USA,521883.67,Cryptocurrency,Real Estate,Russia,0,0,Low,9,8414
Singapore,4149681.45,Property Purchase,Luxury Goods,Brazil,0,0,High,3,4879
Switzerland,4489923.85,Property Purchase,Casinos,China,1,0,High,0,9953
Switzerland,4356133.79,Cash Withdrawal,Real Estate,India,0,0,High,7,4629
USA,1346034.07,Cryptocurrency,Arms Trade,Brazil,1,1,High,2,1903
USA,512861.15,Stocks Transfer,Arms Trade,USA,0,1,Low,8,3929
UAE,4776507.33,Cash Withdrawal,Finance,India,0,1,High,0,9853
UK,3866267.49,Offshore Transfer,Construction,Russia,1,1,High,3,5504
UK,1204782.27,Cryptocurrency,Real Estate,China,0,1,High,9,2945
India,4152714.63,Property Purchase,Construction,USA,1,0,High,0,8756
India,12885.25,Stocks Transfer,Real Estate,Brazil,0,0,Low,8,3355
Switzerland,3415897.95,Stocks Transfer,Real Estate,USA,0,0,High,6,1276
